temp
12.098
12.558
13.425
13.425
13.209
12.243
11.297
11.248
11.419
11.807
11.102
10.687
10.198
9.952
9.485
9.262
8.767
8.045
7.217
7.268
6.864
6.433
5.847
4.895
4.089
3.749
4.272
3.406
3.512
4.22
4.011
3.433
3.221
3.459
2.903
3.248
3.67
3.512
3.433
3.221
3.195
2.797
2.797
3.116
3.38
2.877
2.77
2.423
2.262
2.128
1.913
1.886
1.507
1.398
2.021
1.832
1.48
1.071
0.907
0.852
1.071
1.317
1.126
1.371
1.18
0.962
1.126
0.467
0.687
0.273
0.218
0.384
1.017
1.044
0.962
0.577
0.135
0.024
0.024
0.135
-0.339
-0.283
0.605
1.94
3.433
3.827
4.61
5.102
5.514
6
6.509
7.091
7.945
8.145
8.717
9.386
9.928
10.467
11.127
11.783
12.171
12.413
13.137
13.449
13.762
14.002
13.714
13.882
13.834
14.026
15.151
16.225
16.129
14.768
16.177
16.153
16.249
16.201
16.32
17.13
16.392
17.32
16.034
16.654
16.582
16.415
17.796
17.13
17.296
17.582
18.01
17.13
16.915
17.32
16.415
17.653
16.82
17.677
17.486
17.415
16.939
17.058
17.796
17.558
17.106
16.868
16.677
16.32
16.582
16.272
15.7
14.888
14.266
13.954
14.026
13.642
13.353
13.161
12.896
12.727
12.437
12.268
12.171
11.929
11.832
11.565
11.516
11.2
11.224
11.151
11.2
11.224
11.394
11.248
11.127
11.053
10.956
11.029
10.858
10.712
10.467
9.534
9.188
8.941
8.866
8.693
8.593
8.767
8.817
8.643
8.792
8.593
8.593
8.767
8.444
8.22
8.319
8.817
8.344
7.845
7.318
7.444
7.293
6.56
6.281
6.153
6.331
6.077
5.642
5.745
5.847
5.745
5.591
5.36
5.949
5.898
6.23
6.179
5.975
6.306
6.382
6.56
7.192
6.737
6.331
6.179
6.408
6.763
7.469
8.07
8.792
10.051
10.932
10.883
10.785
11.443
11.419
11.953
12.219
12.485
12.34
12.751
13.906
13.81
14.792
14.936
15.676
15.652
15.986
15.772
16.01
16.987
17.058
17.486
17.605
17.463
17.034
17.938
17.962
18.01
18.01
17.605
17.486
17.463
17.225
17.558
17.415
17.558
17.605
17.653
17.201
17.415
17.368
17.32
17.296
17.272
17.463
17.558
18.01
18.366
18.057
17.986
17.391
17.344
17.082
16.725
16.63
16.511
16.201
15.963
16.106
16.153
16.201
16.153
16.153
16.177
16.058
15.963
15.867
15.867
15.867
15.7
15.772
15.724
15.796
15.819
15.796
15.7
15.438
15.485
15.461
15.294
15.199
15.079
14.649
14.218
13.978
13.906
13.69
13.594
13.497
13.377
13.257
13.257
13.185
13.137
13.137
13.137
13.233
13.353
13.281
13.329
13.425
13.522
13.57
13.57
13.642
13.594
13.546
13.449
13.449
13.425
13.353
13.305
13.161
12.992
12.871
12.775
12.727
12.678
12.63
12.534
12.485
12.582
12.606
12.606
12.606
12.606
12.63
12.582
12.582
12.582
12.534
12.485
12.485
12.485
12.413
12.389
12.316
12.268
12.268
12.292
12.316
12.364
12.413
12.437
12.485
12.534
12.992
13.425
13.425
13.714
14.218
14.481
13.978
13.81
14.361
14.529
14.673
15.509
15.438
15.7
16.773
17.177
18.747
17.249
18.176
19.103
19.841
19.936
19.817
19.508
18.509
20.031
20.984
20.436
21.581
21.103
21.437
21.7
21.461
21.987
21.939
23.064
22.8
22.274
21.915
22.441
21.533
22.298
22.417
21.724
21.485
21.628
22.369
22.585
21.628
21.318
20.603
20.365
20.507
20.246
19.984
20.293
19.77
19.603
19.246
18.985
18.889
18.675
18.224
17.915
17.249
16.749
16.463
15.843
15.294
14.84
14.84
14.553
14.385
13.93
13.93
13.69
13.522
13.305
13.209
12.823
12.823
12.968
13.016
12.775
12.63
12.485
12.074
12.025
11.832
11.88
11.759
11.613
11.686
11.613
11.734
11.613
11.637
11.589
11.37
11.2
11.273
11.127
10.956
10.785
10.687
10.418
10.32
10.516
10.149
9.805
8.618
7.594
6.99
6.179
6
5.616
5.437
6.535
5.693
4.947
6.687
6.433
5.591
5.334
4.921
4.818
4.141
3.564
4.141
3.274
3.009
3.433
3.089
3.142
3.354
4.089
4.766
6.026
6.94
8.792
9.534
10.59
12.534
11.71
11.297
12.001
12.751
12.944
13.305
13.786
14.625
14.098
14.17
15.223
14.96
15.772
15.867
16.439
15.772
16.296
16.415
16.868
16.129
16.773
17.011
18.033
17.463
18.033
17.938
18.485
19.436
19.579
19.103
19.08
19.651
20.412
20.865
20.817
20.722
20.436
20.96
21.485
21.7
21.891
21.939
21.294
21.676
22.058
22.298
23.088
21.724
22.298
23.088
22.321
22.753
22.537
21.127
21.199
21.103
20.698
20.174
20.055
20.007
19.651
18.699
18.771
17.819
17.748
16.915
16.487
16.201
15.963
15.533
15.461
14.936
15.008
14.673
14.146
14.385
13.69
13.666
13.377
13.161
12.92
12.992
12.968
12.606
12.001
11.929
11.734
11.759
11.492
10.956
10.443
10.296
10.124
9.952
9.657
9.46
10.001
9.977
9.854
10.59
10.418
9.682
9.435
9.558
9.485
9.015
8.693
8.643
8.916
9.114
8.643
9.064
8.494
9.139
9.682
8.99
9.089
8.444
8.519
9.015
8.469
8.12
8.618
7.895
8.319
8.27
8.195
8.045
7.619
8.369
7.895
7.494
7.293
7.77
7.695
8.668
8.717
9.04
8.891
9.903
10.345
10.736
11.029
11.589
11.953
12.025
12.437
12.63
13.257
13.449
13.233
14.122
14.457
14.218
14.936
15.438
16.034
15.891
16.296
16.415
16.749
17.534
18.105
17.439
17.653
18.866
19.151
18.604
19.056
18.699
19.222
18.723
18.652
19.27
19.222
19.318
19.27
19.627
19.865
19.318
20.031
19.936
19.865
19.865
20.055
19.555
20.079
19.888
19.865
19.175
19.032
19.056
18.913
18.509
18.485
18.224
18.247
18.485
18.057
17.915
17.796
17.629
17.439
17.272
17.153
16.987
16.868
16.725
16.606
16.487
16.153
16.106
15.7
15.485
14.96
14.385
14.002
13.666
13.57
13.281
12.751
12.823
11.904
12.122
11.929
12.074
12.292
12.582
12.582
12.968
12.775
12.316
12.292
12.195
11.783
11.856
11.589
11.565
11.929
11.734
11.516
11.516
11.394
11.102
11.467
11.443
11.492
11.856
11.224
11.346
10.883
10.907
10.712
10.785
10.834
10.565
10.712
11.053
11.175
10.59
10.907
11.127
10.492
10.614
10.369
10.736
10.761
10.834
11.005
11.2
11.2
10.712
10.858
10.418
10.247
10.001
9.952
9.46
9.731
9.706
10.051
10.638
10.369
10.32
10.541
10.907
11.71
12.968
13.978
13.93
14.768
14.912
15.652
16.058
17.201
17.748
17.677
17.582
17.843
18.794
19.508
18.509
17.701
17.486
18.985
17.558
18.866
18.675
21.008
20.507
20.865
22.25
20.222
21.795
20.793
20.46
20.198
22.585
21.676
21.103
21.939
22.393
23.04
23.16
22.537
23.088
23.472
23.328
23.593
23.208
23.064
23.256
24.002
24.002
24.171
23.16
22.992
22.226
22.729
22.202
21.915
21.461
21.461
20.913
20.627
20.365
20.126
20.055
19.912
19.627
19.865
19.318
19.294
18.937
18.366
17.938
17.629
17.272
17.034
16.725
16.415
16.272
16.296
16.153
15.724
15.939
15.605
15.652
15.414
15.39
15.199
15.223
15.008
15.199
14.673
14.385
14.098
13.978
13.858
13.954
13.666
13.353
13.377
13.185
13.353
13.257
13.449
13.401
13.233
13.401
13.546
13.473
13.425
13.281
12.968
12.703
12.606
12.05
12.074
11.807
11.856
11.856
11.467
12.171
12.654
12.292
11.977
11.832
11.904
11.589
11.321
11.029
11.297
11.662
11.321
11.005
10.638
10.59
10.614
11.102
10.81
10.858
10.614
10.736
11.127
11.37
11.102
11.71
12.219
12.968
13.522
13.882
14.337
14.17
14.96
14.912
15.485
16.058
16.511
17.106
17.011
16.868
17.011
17.177
17.177
18.081
18.39
19.365
18.58
19.698
19.674
19.294
20.126
20.126
20.698
21.461
21.628
21.652
21.867
22.753
23.136
22.896
22.944
23.16
23.978
23.617
23.978
25.089
24.968
